Column,objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,department,objectName,title,culture,period,artistDisplayBio,artistAlphaSort,artistNationality,artistGender,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,classification,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
3258,39698.0,False,2015.500.1.81,2015,True,https://images.metmuseum.org/CRDImages/as/original/DP704241.jpg,Asian Art,Winged cup,Winged cup,China,Western Han dynasty (206 BCE–9 CE),,,,,,-206.0,9.0,Lacquer,H. 1 3/4 in. (4.4 cm); Width at handle 5 3/8 in. (13.7 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Height': 4.445, 'Width': 13.6525}}]","Gift of Florence and Herbert Irving, 2015",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39698,,,False,
3260,74365.0,False,2008.79,2008,True,https://images.metmuseum.org/CRDImages/as/original/2008_79_Strm1.JPG,Asian Art,Textile fragment,Woven Textile with Male Bust in Pearl Roundel,Kazakhstan,,,,,,7th–8th century,600.0,799.0,Silk,Overall: H. 7 in. (17.8 cm); Warp 26 3/8 in. (67 cm); Weft 6 3/4 in. (17.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 17.78}}]","Purchase, The Vincent Astor Foundation Gift, 2008",Textiles-Woven,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/74365,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",,False,
3261,38580.0,False,1992.315,1992,True,https://images.metmuseum.org/CRDImages/as/original/LC-1992_315-001.jpg,Asian Art,Pendant,Pendant with Head of Buddha,India,Pala period,,,,,ca. 8th century,650.0,850.0,Lead(?),Diam. 1 5/16  in. (3.4 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 3.4}}]","Gift of John Siudmak, in memory of Anthony Gardner, 1992",Jewelry,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38580,,,False,
3262,39705.0,False,2015.500.1.85,2015,True,https://images.metmuseum.org/CRDImages/as/original/DP704196.jpg,Asian Art,Stem cup,Stem cup with stylized clouds,China,Yuan dynasty (1271–1368),,,,,14th century,1300.0,1368.0,Carved black and red lacquer (tixi),H. 4 in. (10.2 cm); Diam. 6 in. (15.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Diameter': 15.24003, 'Height': 10.16002}}]","Gift of Florence and Herbert Irving, 2015",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39705,,,False,
3263,39699.0,False,"2015.500.1.82a, b",2015,True,https://images.metmuseum.org/CRDImages/as/original/DP704118.jpg,Asian Art,Box,Circular Box with Geometric Design,China,Eastern Han dynasty (25–200),,,,,25–200,25.0,200.0,Black lacquer with painted and incised decoration,H. 4 in. (10.2 cm); Diam. 3 5/8 in. (9.2 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 9.2075, 'Height': 10.16}}]","Gift of Florence and Herbert Irving, 2015",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39699,,,False,
3264,832287.0,False,2019.451,2019,True,https://images.metmuseum.org/CRDImages/as/original/DP-18767-001.jpg,Asian Art,Figure,Crowned Buddha,Thailand,Khmer style,,,,,12th–13th century,1100.0,1299.0,Copper alloy,H. 14 1/4 in. (36.2 cm); W. 10 1/4 in. (26 cm); D. 5 1/2 in. (14 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 13.970028, 'Height': 36.195072, 'Weight': 4.53597, 'Width': 26.035051}}]","Gift of Iwona and Norbu Tenzing, in celebration of the Museum’s 150th Anniversary, 2019",Sculpture,2025-10-20T04:51:47.577Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/832287,,,False,
3265,38646.0,False,1995.106,1995,True,https://images.metmuseum.org/CRDImages/as/original/DT3859.jpg,Asian Art,Figure,"Buddha Shakyamuni or Akshobhya, the Buddha of the East",China,,,,,,11th–12th century,1000.0,1199.0,Gilt copper,H. 22 3/4 in. (58 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 58}}]","Purchase, Rogers Fund and Florence and Herbert Irving Gift, 1995",Sculpture,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38646,"[{'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Buddha', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300262950', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7055'}, {'term': 'Shakyamuni', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000851', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9441'}]",https://www.wikidata.org/wiki/Q83562128,True,
3268,38575.0,False,1992.129,1992,True,https://images.metmuseum.org/CRDImages/as/original/DT6881.jpg,Asian Art,Plaque,Plaque with a Royal Family,India,Shunga period,,,,,1st century BCE,-100.0,-1.0,Terracotta,H. 12 3/4 in. (32.5 cm); W. 10 1/4 in. (26 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 32.5, 'Width': 26}}]","Purchase, Florence and Herbert Irving Gift, 1992",Sculpture,2025-10-21T13:08:39.33Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38575,"[{'term': 'Ducks', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250047', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3736439'}, {'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}, {'term': 'Family', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300435378', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8436'}]",https://www.wikidata.org/wiki/Q116374546,False,
3270,39701.0,False,"2015.500.1.84a, b",2015,True,https://images.metmuseum.org/CRDImages/as/original/DP704156.jpg,Asian Art,Box,Round Box and Cover,China,Eastern Han dynasty (25–220),,,,,2nd–3rd century,100.0,299.0,Lacquer,H. 4 1/4 in. (10.8 cm); Diam. 4 1/2 in. (11.4 cm),"[{'elementName': 'Storage', 'elementDescription': None, 'elementMeasurements': {'Depth': 17.145, 'Height': 15.875, 'Width': 16.51}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Diameter': 11.430023, 'Height': 10.795022}}]","Gift of Florence and Herbert Irving, 2015",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39701,,,False,
3271,73307.0,False,2006.474a–ii,2006,True,https://images.metmuseum.org/CRDImages/as/original/DP272009.jpg,Asian Art,Saddle fittings,Saddle Pommel,China,Period of Tibetan Empire,,,,,7th–9th century,600.0,899.0,Gold foil and silver,Overall (largest fragment): H. 4 1/8 in. (10.5 cm); W. 10 in. (25.4 cm),"[{'elementName': 'Overall', 'elementDescription': 'largest fragment', 'elementMeasurements': {'Height': 10.4775, 'Width': 25.4001}}]","Purchase, Gift of Elizabeth V. Cockcroft, by exchange, 2006",Metalwork,2025-11-21T10:05:27.96Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/73307,,,False,
3272,52118.0,False,2019.193.4a–c,2019,True,https://images.metmuseum.org/CRDImages/as/original/DP-18403-050.jpg,Asian Art,Box,Twelve-lobed covered box,China,Yuan dynasty (1271–1368),,,,,14th century,1300.0,1399.0,Black lacquer trimmed in pewter,H. 4 in. (10.2 cm); L. 11 1/4 in. (28.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 28.6, 'Height': 10.2}}]","Gift of Florence and Herbert Irving, 2019",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/52118,,,False,
3275,852636.0,False,2021.294,2021,True,https://images.metmuseum.org/CRDImages/as/original/DP-21656-001.jpg,Asian Art,Vase,Long neck vase with tubular handles,China,Song (960–1279)–Yuan (1271–1368) dynasty,,,,,13th century,1200.0,1299.0,Copper alloy,H. 8 1/2 in. (21.6 cm); W. 4 in. (10.2 cm); D. 4 in. (10.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 10.16002, 'Height': 21.590044, 'Weight': 0.57153225, 'Width': 10.16002}}]","Purchase, Barbara and William Karatz Gift, 2021",Metalwork,2025-09-30T04:51:13.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/852636,,https://www.wikidata.org/wiki/Q116445574,False,
3276,852634.0,False,2021.292,2021,True,https://images.metmuseum.org/CRDImages/as/original/DP-21654-001.jpg,Asian Art,Vase,Hexagonal flower vase with magic fungus handles,China,Yuan dynasty (1271–1368),,,,,14th century,1300.0,1368.0,Copper alloy,H. 7 in. (17.8 cm); W. 3 1/2 in. (8.9 cm); D. 3 1/2 in. (8.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 8.8900175, 'Height': 17.780035, 'Width': 8.8900175}}]","Purchase, Barbara and William Karatz Gift, 2021",Metalwork,2025-09-30T04:51:13.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/852634,,,False,
3277,39392.0,False,2015.500.6.28,2015,True,https://images.metmuseum.org/CRDImages/as/original/DP236517.jpg,Asian Art,Ritual staff,Ritual staff,China,"Ming dynasty (1368–1644), Yongle mark and period (1403–24)",,,,,,1403.0,1424.0,Iron damascened with gold and silver,H. 17 in. (43.2 cm); W. 3 in. (7.6 cm); D. 3 in. (7.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 7.620015, 'Height': 43.180088, 'Width': 7.620015}}, {'elementName': 'Overall', 'elementDescription': 'Brass wall mount', 'elementMeasurements': {'Depth': 21.590044, 'Height': 27.305054}}]","Gift of Florence and Herbert Irving, 2015",Metalwork,2025-09-30T04:51:13.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39392,,,False,
3278,852635.0,False,2021.293,2021,True,https://images.metmuseum.org/CRDImages/as/original/DP-21655-001.jpg,Asian Art,Vase,Flower vase with animal-head handles,China,Yuan dynasty (1271–1368),,,,,14th century,1299.0,1368.0,Copper alloy,H. 11 in. (28 cm); W. 3 in. (7.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 28, 'Width': 7.620015}}]","Purchase, Barbara and William Karatz Gift, 2021",Metalwork,2025-10-01T04:51:25.27Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/852635,,,False,
3279,39741.0,False,1989.282,1989,True,https://images.metmuseum.org/CRDImages/as/original/DT6221.jpg,Asian Art,Panel,Textile with Swan Hunt,China,Jin dynasty (1115–1234),,,,,12th–13th century,1115.0,1234.0,Warp-faced plain weave silk brocaded with gilt leather strips,Overall: 23 x 24 1/2 in. (58.5 x 62.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 58.42, 'Width': 62.23}}]","Purchase, Ann Eden Woodward Foundation Gift and Rogers Fund, 1989",Textiles-Woven,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39741,"[{'term': 'Swans', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250103', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q34384'}]",,False,
3280,838012.0,False,2020.74.3,2020,True,https://images.metmuseum.org/CRDImages/as/original/DP-22236-001.jpg,Asian Art,Folio fragment,"Manjushri, Painting from a Prajnaparamita Sutra Manuscript",China,,,Unidentified artist,,,ca. 11th century,1000.0,1199.0,Gouache and black ink on paper,Image: 6 11/16 × 14 15/16 in. (17 × 38 cm),"[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 17, 'Width': 38}}]","Gift of Chino Franco Roncoroni, in celebration of the Museum’s 150th Anniversary, 2020",Paintings,2025-12-05T04:52:37.707Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/838012,,https://www.wikidata.org/wiki/Q126119404,False,
3281,37957.0,False,2024.407,2024,True,https://images.metmuseum.org/CRDImages/as/original/DP244065.jpg,Asian Art,Manuscript cover,Book cover illustrated with scenes from Kalidasa’s Shakuntala,Nepal,,,,,,ca. 12th century,1050.0,1250.0,Ink and color on wood,Overall: 2 x 7 15/16 in. (5.1 x 20.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 5.08, 'Width': 20.1613}}]","Purchase, Bequests of John D. Rockefeller Jr., by exchange, 2024",Paintings,2025-10-20T04:51:47.577Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/37957,,,False,
3283,667125.0,False,2015.500.6.40,2021,True,https://images.metmuseum.org/CRDImages/as/original/DP-22637-001.jpg,Asian Art,Ruyi scepter,Ruyi scepter with poem composed by the Qianlong Emperor,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",,,,,mid-18th century,1734.0,1766.0,"Bamboo veneer, silk",W. 3 3/4 in. (9.5 cm); L. 13 3/4 in. (34.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Length': 34.92507, 'Width': 9.525019}}]","Gift of Florence and Herbert Irving, 2015",Woodwork,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/667125,,,False,
3284,76971.0,False,2012.18,2012,True,https://images.metmuseum.org/CRDImages/as/original/DP271365.jpg,Asian Art,Hanging scroll,"Shaka (Shakyamuni), the Historical Buddha, with Two Attendant Bodhisattvas and Sixteen Benevolent Deities",Japan,Nanbokuchō period (1336–92),,Unidentified artist,,,late 14th century,1367.0,1392.0,"Hanging scroll; ink, color, gold, and cut gold on silk","Image: 55 x 26 in. (139.7 x 66 cm)
Overall with mounting: 93 1/4 x 34 1/4 in. (236.9 x 87 cm)
Overall with knobs: 93 1/4 x 36 3/8 in. (236.9 x 92.4 cm)","[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 139.70029, 'Width': 66.04013}}, {'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 236.85547, 'Width': 92.392685}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 236.85547, 'Width': 86.99517}}]","Purchase, Sue Cassidy Clark Gift, in honor of Donald Keene, 2012",Paintings,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/76971,"[{'term': 'Elephants', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250160', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7378'}, {'term': 'Lions', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300310388', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q140'}, {'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Buddha', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300262950', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7055'}, {'term': 'Shakyamuni', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000851', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9441'}, {'term': 'Deities', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343850', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178885'}, {'term': 'Monks', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025765', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q733786'}]",https://www.wikidata.org/wiki/Q78666239,False,
3285,857030.0,False,2021.425,2021,True,https://images.metmuseum.org/CRDImages/as/original/LC-TR_286a_d_2021_sr1-001.jpg,Asian Art,Painting,The avatar Narasimha,India,,,Unidentified artist,,,ca. 1870s,1870.0,1879.0,"Watercolor, colloidal tin, ink and graphite on mill paper","Image: 17 11/16 × 10 15/16 in. (45 × 27.8 cm)
Sheet: 19 5/16 × 12 13/16 in. (49 × 32.5 cm)","[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 45, 'Width': 27.8}}, {'elementName': 'Sheet', 'elementDescription': None, 'elementMeasurements': {'Height': 49, 'Width': 32.5}}]","Purchase, Bequest of Robert West, by exchange, 2022",Paintings,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/857030,,https://www.wikidata.org/wiki/Q126118844,False,
3286,854905.0,False,2021.288,2021,True,https://images.metmuseum.org/CRDImages/as/original/DP-31793-001.jpg,Asian Art,Thangka,The Transcendent Buddha Akshobhya,China,,,Unidentified,,,13th or early 14th century,1200.0,1333.0,Distemper on cloth,"Image: H. 30 1/16 in. (76.4 cm); W. 24 3/4 in. (62.8 cm)
Framed: H. 37 7/8 in. (96.2 cm); W. 31 15/16 in. (81.1 cm); D. 1 3/4 in. (4.4 cm)","[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 76.4, 'Width': 62.8}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 4.4450088, 'Height': 96.20269, 'Width': 81.121414}}]","Purchase, Gift of Florence and Herbert Irving, by exchange, 2021",Paintings,2025-10-06T04:51:04.6Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/854905,,https://www.wikidata.org/wiki/Q126118952,False,
3293,853892.0,False,2024.89.3,2024,True,https://images.metmuseum.org/CRDImages/as/original/DP-37218-001.jpg,Asian Art,Painting,Dragon and carp,Korea,Joseon dynasty (1392–1910),,Unidentified artist,,,late 19th century,1867.0,1899.0,Framed painting; ink and color on paper,"Image: 43 × 27 in. (109.2 × 68.6 cm)
Framed: 50 × 34 1/4 in. (127 × 87 cm)","[{'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Height': 127.00025, 'Width': 86.99517}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 109.220215, 'Width': 68.58014}}]","Gift of the children of Lea R. Sneider, 2024",Paintings,2025-07-25T04:50:13.78Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/853892,,https://www.wikidata.org/wiki/Q126118991,False,233
3294,853895.0,False,"2024.89.5a, b",2024,True,https://images.metmuseum.org/CRDImages/as/original/DP-27292-001.jpg,Asian Art,Screen,Birds and Flowers,Korea,Joseon dynasty (1392–1910),,Unidentified artist,,,19th century,1800.0,1899.0,Eight-panel screen mounted as two sets of four panels; ink and color on paper,"Each panel: 41 15/16 × 26 3/8 in. (106.5 × 67 cm)
Each set, closed: D. 2 3/16 in. (5.6 cm)","[{'elementName': 'Overall', 'elementDescription': 'each panel', 'elementMeasurements': {'Height': 106.52146, 'Width': 66.99264}}, {'elementName': 'Overall', 'elementDescription': 'each set, closed', 'elementMeasurements': {'Depth': 5.556261}}]","Gift of the children of Lea R. Sneider, 2024",Screens,2025-07-26T04:51:27.273Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/853895,,https://www.wikidata.org/wiki/Q126118984,False,233
3303,72591.0,False,2001.258.2,2001,False,,Asian Art,Piece,Piece,China,,,,,,3rd–5th century,200.0,499.0,Silk,Before conservation:  3 1/8 x 2 3/8 in. (8 x 6 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Height': 7.9, 'Width': 6}}]","Purchase, Barbara and William Karatz, Mr. and Mrs. Andrew Saul, and David Drabkin Gifts, and funds from various donors, 2001",Textiles-Woven,2021-02-04T04:38:36.357Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/72591,,,False,
3304,58452.0,False,2001.258.1,2001,False,,Asian Art,Piece,Piece,China,,,,,,3rd–5th century,200.0,499.0,Silk,Before conservation: 7 1/8 x 4 1/2 in. (18.1 x 11.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 18.1, 'Width': 11.4}}]","Purchase, Barbara and William Karatz, Mr. and Mrs. Andrew Saul, and David Drabkin Gifts, and funds from various donors, 2001",Textiles-Woven,2021-02-04T04:38:36.357Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/58452,,,False,
3305,700296.0,False,2016.167,2016,True,https://images.metmuseum.org/CRDImages/as/original/LC-2016_167_001.jpg,Asian Art,Cosmetic shelf,"Shelf for Cosmetic Boxes (Kuro-dana) with Pine, Bamboo, Cherry Blossoms, and Crests of the Matsudaira and Shimazu Families",Japan,Edo period (1615–1868),,,,,early 19th century,1800.0,1833.0,"Lacquered wood with gold and silver takamaki-e, hiramaki-e, and togidashimaki-e, and cutout gold- and silver-foil application on gold nashiji (“pear-skin”) ground",H. 27 9/16 in. (70 cm); W. (top shelf) 30 5/16 in. (77 cm); D. (top shelf) 14 15/16 in. (38 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 38, 'Height': 70, 'Width': 77}}]","Purchase, John and Pauline Gandel Gift, 2015 Benefit Fund, Brooke Russell Astor Bequest and Acquisitions Fund, 2016",Lacquer,2025-09-30T04:51:13.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/700296,,,False,
3306,670955.0,False,2015.300.16,2015,True,https://images.metmuseum.org/CRDImages/as/original/DP-12232-016.jpg,Asian Art,Hanging scroll,"Possession of the Shamaness Tajihi no Ayako by the Spirit of Sugawara no Michizane, from Illustrated Legends of the Kitano Tenjin Shrine",Japan,Kamakura period (1185–1333),,,,,ca. 1300,1290.0,1310.0,Section of handscroll mounted as hanging scroll; ink on paper,"Image: 11 3/16 × 21 15/16 in. (28.4 × 55.8 cm)
Overall with mounting: 46 7/8 × 26 15/16 in. (119 × 68.5 cm)
Overall with knobs: 46 7/8 × 28 15/16 in. (119 × 73.5 cm)","[{'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 119, 'Width': 73.5}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 119, 'Width': 68.5}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 28.4, 'Width': 55.8}}]","Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",Paintings,2025-10-23T04:51:40.987Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/670955,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Dancing', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300389779', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43393537'}]",https://www.wikidata.org/wiki/Q78619171,False,
3307,56759.0,False,2000.360,2000,False,,Asian Art,Piece,Piece (made of two different small textiles sewn together),China,,,,,,3rd–5th century,200.0,499.0,Silk,Overall: 2 3/4 x 2 13/16 in. (7 x 7.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 7, 'Width': 7.2}}]","Gift of Arthur Leeper, 2000",Textiles-Woven,2021-02-04T04:38:36.357Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/56759,,,False,
3308,77182.0,False,2025.618.1,2025,True,https://images.metmuseum.org/CRDImages/as/original/LC-PG_Fishbein13_001.jpg,Asian Art,Hanging scroll,Warbler in a Plum Tree,Japan,Edo period (1615–1868),"Japanese, 1728–1784",Ike (Tokuyama) Gyokuran,Japanese,Female,mid- to late 18th century,1750.0,1799.0,Hanging scroll; ink and color on silk,"Image: 48 1/8 × 17 1/16 in. (122.2 × 43.4 cm)
Overall with knobs: 76 3/4 × 23 9/16 in. (194.9 × 59.8 cm)
Overall with mounting: 76 3/4 × 21 9/16 in. (194.9 × 54.8 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 194.9, 'Width': 54.8}}, {'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 194.9, 'Width': 59.8}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 122.2, 'Width': 43.4}}]","Fishbein-Bender Collection, Gift of Estelle P. Bender, in memory of T. Richard Fishbein, 2025",Paintings,2025-10-25T04:51:59.88Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/77182,,,False,
3309,59542.0,False,"2002.201.137, .138",2002,False,,Asian Art,Two harness ornaments,Two Harness Ornaments with Gazelle and Stag,China,,,,,,1st century BCE–1st century CE,-99.0,99.0,Gold-plated iron,Each: H. 5 1/4 in. (13.3 cm); W. 2 5/8 in. (6.7 cm),"[{'elementName': 'Other', 'elementDescription': 'B: Deer', 'elementMeasurements': {'Height': 13.462, 'Width': 6.6675}}, {'elementName': 'Overall', 'elementDescription': 'A: Ram', 'elementMeasurements': {'Height': 13.335, 'Width': 6.7}}]","Gift of Mr. and Mrs. Eugene V. Thaw, 2002",Metalwork,2022-11-29T04:46:33.693Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/59542,,,False,
